trip_id,start_time,end_time,duration_minutes,speed_min,speed_max,speed_avg,voltage_min,voltage_max,voltage_avg,current_min,current_max,current_avg,soc_start,soc_end,soc_min,soc_max,motor_temp_min,motor_temp_max,motor_temp_avg,cell_temp_min,cell_temp_max,cell_temp_avg,distance_km,energy_consumed_kwh
T755,2024-02-06 10:00:00+00:00,2024-02-06 10:48:00+00:00,48,-4.95,90.08,57.76,106.64,376.92,352.65,-44.25,146.93,60.44,85.77,38.55,27.83,51.14,52.29,90.75,68.0,28.01,45.53,36.49,103.7,4.9
T756,2024-02-06 10:10:00+00:00,2024-02-06 11:02:00+00:00,52,-0.93,89.49,44.39,208.43,378.14,360.62,-38.74,157.01,74.59,62.43,26.85,26.41,91.23,22.17,94.87,64.47,33.65,48.84,37.63,93.37,4.95
T757,2024-02-06 10:20:00+00:00,2024-02-06 12:17:00+00:00,117,-0.3,86.53,48.75,224.39,365.63,346.79,-36.19,144.15,49.22,60.79,30.58,75.78,61.99,17.27,94.73,69.41,34.78,48.58,39.77,27.88,3.49
T758,2024-02-06 10:30:00+00:00,2024-02-06 11:47:00+00:00,77,-4.92,80.64,56.48,216.21,380.71,337.53,-42.44,113.75,35.41,79.71,37.64,64.86,51.87,4.13,76.5,75.39,30.66,51.03,42.16,60.35,4.53
T759,2024-02-06 10:40:00+00:00,2024-02-06 11:23:00+00:00,43,-3.44,79.32,56.28,21.13,380.48,356.81,-41.21,116.22,52.9,94.07,27.31,43.79,83.39,10.35,88.39,71.99,35.9,51.36,44.48,34.58,5.37
T760,2024-02-06 10:50:00+00:00,2024-02-06 11:32:00+00:00,42,-2.73,86.5,49.05,12.5,384.19,336.98,-51.47,107.51,74.19,69.08,31.3,63.17,60.23,51.52,72.61,61.79,28.08,42.55,36.2,24.14,3.16
T761,2024-02-06 11:00:00+00:00,2024-02-06 12:54:00+00:00,114,-4.72,102.87,50.29,129.89,370.58,330.78,-48.77,157.22,74.45,45.29,65.17,44.5,74.06,-5.23,93.24,70.92,33.47,46.41,43.79,94.77,4.88
T762,2024-02-06 11:10:00+00:00,2024-02-06 12:42:00+00:00,92,-2.41,88.27,61.45,254.19,367.39,341.85,-35.14,154.38,43.24,60.79,73.22,71.41,72.55,45.92,88.68,72.34,37.37,41.46,36.3,101.16,4.74
T763,2024-02-06 11:20:00+00:00,2024-02-06 12:15:00+00:00,55,-2.86,73.72,56.79,7.76,368.77,328.45,-48.71,130.82,60.71,54.99,61.26,77.12,79.43,42.45,79.4,74.42,37.96,51.26,37.24,100.71,4.15
T764,2024-02-06 11:30:00+00:00,2024-02-06 14:11:00+00:00,161,-4.82,95.87,54.68,85.3,368.63,357.43,-43.28,140.77,47.35,78.35,22.6,57.75,50.91,29.63,69.95,59.83,28.38,38.82,46.88,74.42,6.64
T765,2024-02-06 11:40:00+00:00,2024-02-06 13:01:00+00:00,81,-0.74,100.28,56.94,328.36,380.22,354.25,-47.43,145.46,68.25,44.14,69.19,67.91,82.21,9.04,85.28,69.01,33.54,48.9,40.24,80.36,3.14
T766,2024-02-06 11:50:00+00:00,2024-02-06 14:24:00+00:00,154,-4.98,84.92,42.08,51.28,367.53,347.96,-45.7,127.88,39.31,79.73,39.43,50.97,68.19,52.69,94.72,61.44,28.29,48.51,42.64,91.8,6.43
T767,2024-02-06 12:00:00+00:00,2024-02-06 13:15:00+00:00,75,-2.8,107.11,45.04,96.83,374.88,342.72,-51.59,125.29,72.88,83.16,57.08,46.91,82.64,41.64,70.1,58.15,28.22,49.36,42.55,75.35,4.57
T768,2024-02-06 12:10:00+00:00,2024-02-06 13:29:00+00:00,79,-3.78,97.45,57.32,233.18,373.52,329.12,-51.06,100.14,38.54,58.99,66.23,44.28,51.6,7.25,86.09,74.58,31.96,42.52,42.08,38.35,5.3
T769,2024-02-06 12:20:00+00:00,2024-02-06 13:07:00+00:00,47,-3.58,106.9,40.58,5.04,374.61,333.27,-36.09,113.41,58.97,44.3,44.67,41.07,56.26,31.64,93.14,72.97,32.25,49.08,34.22,81.58,3.05
T770,2024-02-06 12:30:00+00:00,2024-02-06 13:40:00+00:00,70,-1.37,90.21,45.53,18.02,362.19,356.85,-42.49,124.32,53.93,77.01,64.09,59.29,43.95,46.77,76.55,72.24,33.42,56.93,39.64,103.78,6.17
T771,2024-02-06 12:40:00+00:00,2024-02-06 15:09:00+00:00,149,-2.37,114.25,55.56,235.59,368.12,354.62,-49.25,150.78,37.95,91.21,24.49,77.43,74.45,53.4,92.44,73.77,29.89,39.16,46.67,76.69,3.85
T772,2024-02-06 12:50:00+00:00,2024-02-06 14:36:00+00:00,106,-2.19,87.6,62.4,34.83,383.66,353.43,-50.63,153.58,72.29,57.66,41.84,29.31,88.36,40.18,70.62,67.68,28.9,38.73,42.53,36.6,3.6
T773,2024-02-06 13:00:00+00:00,2024-02-06 13:56:00+00:00,56,-4.06,95.51,39.39,243.85,369.1,357.72,-51.56,152.37,60.55,45.97,57.97,76.05,58.02,1.5,80.07,62.91,28.07,49.13,46.9,76.76,5.34
T774,2024-02-06 13:10:00+00:00,2024-02-06 16:04:00+00:00,174,-1.91,96.28,59.36,16.91,383.36,335.55,-36.15,106.4,56.22,65.63,31.05,34.59,75.16,17.26,68.53,62.24,36.99,42.64,42.59,103.96,3.12
T775,2024-02-06 13:20:00+00:00,2024-02-06 14:38:00+00:00,78,-1.76,112.91,54.5,161.72,366.66,335.02,-38.72,151.81,41.5,41.33,34.6,32.03,50.81,9.4,82.77,66.61,34.24,46.46,44.2,66.37,2.96
T776,2024-02-06 13:30:00+00:00,2024-02-06 15:27:00+00:00,117,-2.06,88.13,47.94,45.11,374.38,332.17,-49.41,117.67,59.64,82.95,74.0,31.51,88.82,54.64,86.62,74.76,35.35,47.55,35.49,55.19,4.08
T777,2024-02-06 13:40:00+00:00,2024-02-06 16:09:00+00:00,149,-3.74,108.39,42.72,12.58,384.37,338.79,-39.76,105.46,44.6,54.14,22.16,68.05,48.28,29.57,89.86,60.58,30.33,52.48,43.05,96.57,2.88
T778,2024-02-06 13:50:00+00:00,2024-02-06 15:23:00+00:00,93,-4.5,109.55,49.74,109.54,371.39,338.31,-45.26,141.44,38.68,81.93,48.13,63.42,71.69,-1.33,80.53,58.4,29.58,49.21,33.64,98.17,6.16
T779,2024-02-06 14:00:00+00:00,2024-02-06 15:29:00+00:00,89,-1.86,107.94,43.16,55.69,370.83,358.2,-48.88,149.03,68.89,69.56,64.79,76.73,84.34,28.53,84.12,68.73,29.84,45.5,44.24,52.03,5.77
T780,2024-02-06 14:10:00+00:00,2024-02-06 15:06:00+00:00,56,-0.18,101.75,53.65,33.52,384.77,357.65,-35.63,140.62,37.75,42.79,37.29,59.88,44.08,48.45,71.88,70.07,32.0,57.33,47.45,72.06,6.0
T781,2024-02-06 14:20:00+00:00,2024-02-06 17:08:00+00:00,168,-3.1,81.87,61.74,258.13,363.76,358.01,-46.41,148.48,46.29,82.43,38.27,35.91,86.24,14.77,87.54,62.97,37.92,50.58,37.25,59.94,6.24
T782,2024-02-06 14:30:00+00:00,2024-02-06 15:11:00+00:00,41,-2.21,88.16,52.62,199.44,371.15,361.15,-35.37,120.5,70.19,81.81,50.37,44.24,47.58,46.98,76.49,54.47,34.22,45.99,37.49,62.65,3.36
T783,2024-02-06 14:40:00+00:00,2024-02-06 16:27:00+00:00,107,-1.59,76.95,58.47,202.72,371.11,345.64,-45.23,154.03,62.84,69.27,76.28,68.45,45.03,11.68,83.2,55.96,32.1,53.9,42.71,69.98,2.91
T784,2024-02-06 14:50:00+00:00,2024-02-06 17:16:00+00:00,146,-1.46,101.98,51.09,73.04,372.93,336.79,-44.23,154.43,60.26,68.02,48.73,76.15,86.4,12.2,71.12,64.61,31.46,40.01,35.93,71.59,3.43
T785,2024-02-06 15:00:00+00:00,2024-02-06 17:19:00+00:00,139,-0.36,97.21,56.52,212.41,367.84,339.17,-36.83,119.96,47.71,41.6,32.04,49.71,44.17,24.84,86.96,75.53,36.27,56.39,34.06,28.93,5.09
T786,2024-02-06 15:10:00+00:00,2024-02-06 17:34:00+00:00,144,-0.49,107.71,47.3,305.24,369.16,335.18,-50.93,145.77,63.43,91.44,51.5,46.41,94.01,23.24,89.83,64.5,28.39,47.96,39.76,28.85,4.45
T787,2024-02-06 15:20:00+00:00,2024-02-06 16:27:00+00:00,67,-2.07,86.85,58.52,275.34,378.04,349.52,-41.22,147.54,62.95,68.41,26.58,29.17,78.76,7.49,90.16,66.73,33.02,42.55,42.19,83.72,4.86
T788,2024-02-06 15:30:00+00:00,2024-02-06 18:24:00+00:00,174,-1.1,80.62,40.12,78.18,377.45,348.96,-37.11,116.3,56.87,91.51,48.77,72.61,42.23,35.62,74.5,62.95,33.26,43.82,44.58,87.46,6.51
T789,2024-02-06 15:40:00+00:00,2024-02-06 16:16:00+00:00,36,-3.47,100.25,47.39,321.99,368.3,329.19,-41.93,153.82,71.91,47.0,62.67,70.5,88.86,44.41,90.05,69.04,35.13,49.16,34.19,89.97,6.78
T790,2024-02-06 15:50:00+00:00,2024-02-06 16:11:00+00:00,21,-4.17,74.55,50.1,102.94,371.44,343.92,-44.54,99.49,53.88,76.18,53.39,35.11,83.5,-1.78,84.92,67.97,33.59,51.72,40.8,23.64,3.03
T791,2024-02-06 16:00:00+00:00,2024-02-06 18:10:00+00:00,130,-4.44,91.89,50.07,95.74,366.5,350.78,-46.75,150.4,67.96,86.2,63.17,57.92,59.0,29.34,76.0,73.41,33.1,45.66,35.92,98.66,4.49
T792,2024-02-06 16:10:00+00:00,2024-02-06 18:13:00+00:00,123,-4.13,92.88,56.14,31.79,379.28,337.3,-38.9,141.4,63.01,63.97,72.12,70.67,58.34,43.03,84.14,61.35,34.61,56.87,33.64,23.99,5.78
T793,2024-02-06 16:20:00+00:00,2024-02-06 17:21:00+00:00,61,-4.26,91.19,48.79,154.59,366.41,348.59,-46.31,154.21,35.55,93.73,46.3,69.92,66.09,38.77,69.99,75.19,31.98,46.99,44.7,56.77,3.08
T794,2024-02-06 16:30:00+00:00,2024-02-06 17:15:00+00:00,45,-2.73,106.17,47.07,325.52,373.58,333.56,-39.91,114.35,44.74,67.74,56.04,63.25,69.09,1.78,70.58,62.77,32.82,53.85,43.46,72.44,6.45
T795,2024-02-06 16:40:00+00:00,2024-02-06 18:18:00+00:00,98,-0.82,80.99,59.54,13.74,369.25,348.9,-52.0,135.73,67.39,54.76,33.32,59.11,82.81,22.58,87.31,76.79,30.34,38.43,34.83,60.86,6.29
T796,2024-02-06 16:50:00+00:00,2024-02-06 18:40:00+00:00,110,-2.33,75.24,53.3,205.25,375.29,331.13,-40.9,123.65,69.1,90.52,33.29,29.07,65.6,42.85,78.47,72.92,33.77,55.4,35.79,22.53,3.27
T797,2024-02-06 17:00:00+00:00,2024-02-06 18:14:00+00:00,74,-0.12,113.21,59.42,54.14,374.9,335.36,-45.89,136.49,56.27,45.59,60.14,38.79,67.14,21.48,80.94,69.6,29.98,41.6,39.1,35.67,5.06
T798,2024-02-06 17:10:00+00:00,2024-02-06 18:02:00+00:00,52,-3.01,93.52,42.73,142.64,363.42,343.26,-47.41,145.49,72.02,61.51,33.14,75.62,72.88,-2.1,77.31,60.37,29.22,46.75,37.4,48.74,5.33
T799,2024-02-06 17:20:00+00:00,2024-02-06 18:35:00+00:00,75,-1.47,112.61,49.01,292.13,376.84,330.54,-49.62,113.19,57.45,81.41,67.64,46.99,51.53,52.62,79.19,56.16,35.17,56.1,38.63,26.57,5.16
T800,2024-02-06 17:30:00+00:00,2024-02-06 19:49:00+00:00,139,-2.43,96.9,42.47,48.89,371.61,340.47,-47.12,149.56,73.4,92.65,54.25,33.48,66.02,14.66,86.98,64.88,30.04,46.16,41.64,101.41,2.84
T801,2024-02-06 17:40:00+00:00,2024-02-06 20:26:00+00:00,166,-3.25,104.32,61.21,311.45,374.79,351.93,-50.48,102.5,72.58,47.1,76.56,30.55,38.98,15.75,78.55,68.23,32.49,38.42,39.64,48.56,6.15
T802,2024-02-06 17:50:00+00:00,2024-02-06 18:18:00+00:00,28,-0.23,81.96,55.44,10.6,379.06,330.5,-40.21,134.17,60.98,59.77,63.55,48.84,52.45,26.69,79.49,63.41,33.43,39.73,43.12,82.75,4.24
T803,2024-02-06 18:00:00+00:00,2024-02-06 18:39:00+00:00,39,-2.19,87.99,40.71,125.83,382.01,339.73,-40.16,148.33,61.79,76.93,59.09,46.76,41.3,39.33,92.77,67.37,30.45,54.01,40.44,30.62,3.22
T804,2024-02-06 18:10:00+00:00,2024-02-06 20:20:00+00:00,130,-0.12,80.4,50.0,167.53,367.35,338.88,-39.24,110.3,34.82,60.31,74.83,43.0,59.41,4.84,87.37,55.53,28.82,54.63,35.16,65.48,3.66
T805,2024-02-06 18:20:00+00:00,2024-02-06 19:40:00+00:00,80,-3.5,108.7,44.03,212.21,375.07,332.1,-39.57,102.23,61.14,44.14,74.59,76.39,92.4,-4.82,79.87,53.78,35.6,49.16,39.51,85.89,5.89
T806,2024-02-06 18:30:00+00:00,2024-02-06 20:48:00+00:00,138,-3.66,112.57,59.1,154.58,373.86,359.58,-50.1,98.4,66.85,75.79,43.79,25.15,92.37,49.48,85.19,68.26,36.87,39.22,45.77,57.86,5.5
T807,2024-02-06 18:40:00+00:00,2024-02-06 19:38:00+00:00,58,-0.2,75.56,59.6,33.43,365.72,336.96,-36.64,137.35,34.3,46.35,31.26,29.61,52.77,-4.01,81.7,59.26,32.05,56.0,37.95,44.67,4.5
T808,2024-02-06 18:50:00+00:00,2024-02-06 21:07:00+00:00,137,-4.51,94.36,46.78,248.88,372.08,332.1,-37.95,124.97,36.47,70.73,33.45,51.98,81.72,11.3,89.25,72.5,29.43,40.01,35.52,95.71,6.78
T809,2024-02-06 19:00:00+00:00,2024-02-06 21:34:00+00:00,154,-3.26,108.38,47.73,60.52,366.56,347.64,-51.86,142.66,70.76,53.29,41.74,42.05,40.91,3.39,91.23,68.12,33.97,52.17,37.62,37.99,3.67
T810,2024-02-06 19:10:00+00:00,2024-02-06 22:00:00+00:00,170,-4.45,87.33,57.14,67.4,375.96,337.52,-42.58,142.28,75.07,46.54,30.97,35.26,55.28,24.89,82.92,57.01,36.74,48.69,35.38,90.68,4.11
T811,2024-02-06 19:20:00+00:00,2024-02-06 20:23:00+00:00,63,-4.22,76.44,50.71,156.62,375.83,357.48,-43.11,123.04,60.98,94.91,32.04,60.04,80.82,48.3,76.99,75.74,31.21,42.61,44.83,61.52,6.11
T812,2024-02-06 19:30:00+00:00,2024-02-06 22:13:00+00:00,163,-0.13,90.44,52.35,286.84,373.06,342.97,-51.39,136.53,37.6,39.78,45.2,40.49,42.09,-7.08,70.78,71.38,30.61,52.28,45.91,38.98,3.86
T813,2024-02-06 19:40:00+00:00,2024-02-06 20:16:00+00:00,36,-3.52,113.14,52.95,96.15,374.65,340.09,-43.22,111.63,66.86,61.38,31.67,40.28,94.55,20.3,92.79,61.62,37.58,43.22,39.47,87.65,6.35
T814,2024-02-06 19:50:00+00:00,2024-02-06 20:59:00+00:00,69,-1.49,82.23,40.61,123.68,382.59,331.78,-43.9,146.94,64.87,52.04,24.02,39.92,88.26,37.71,91.46,65.32,34.99,38.99,35.14,86.82,5.91
T815,2024-02-06 20:00:00+00:00,2024-02-06 20:40:00+00:00,40,-2.62,108.45,59.81,104.18,365.85,335.64,-38.77,142.0,56.57,91.23,24.18,38.0,43.15,21.99,78.34,71.51,30.11,45.9,34.67,40.33,6.13
T816,2024-02-06 20:10:00+00:00,2024-02-06 20:34:00+00:00,24,-1.76,84.03,60.68,98.19,381.77,329.77,-41.47,149.87,71.21,74.89,75.44,70.88,89.0,-7.8,94.05,75.16,30.35,43.06,37.72,77.08,4.74
T817,2024-02-06 20:20:00+00:00,2024-02-06 21:40:00+00:00,80,-4.02,95.92,56.02,159.2,374.55,344.66,-48.74,123.03,60.78,61.23,33.97,38.28,67.19,44.48,94.64,55.12,28.14,52.19,46.57,74.66,5.45
T818,2024-02-06 20:30:00+00:00,2024-02-06 22:01:00+00:00,91,-1.76,109.33,51.43,42.82,367.13,349.57,-36.53,139.78,55.56,64.79,64.76,65.77,63.59,33.58,77.41,75.22,33.28,44.32,37.98,28.05,4.84
T819,2024-02-06 20:40:00+00:00,2024-02-06 22:35:00+00:00,115,-1.21,85.32,54.0,44.01,368.39,337.88,-39.54,144.77,35.84,66.38,56.19,38.23,93.08,15.34,69.78,53.91,30.26,51.47,46.54,35.76,3.69
T820,2024-02-06 20:50:00+00:00,2024-02-06 22:36:00+00:00,106,-3.15,110.45,56.53,219.8,370.34,345.09,-40.72,105.34,52.3,74.08,26.56,55.23,51.34,22.48,77.74,60.67,33.83,38.93,36.06,67.89,3.01
T821,2024-02-06 21:00:00+00:00,2024-02-06 23:33:00+00:00,153,-0.75,94.39,40.27,71.6,373.59,348.11,-45.92,131.63,34.32,59.09,62.32,29.33,48.79,51.07,71.23,62.81,32.31,49.37,43.87,37.56,5.06
T822,2024-02-06 21:10:00+00:00,2024-02-07 00:02:00+00:00,172,-2.31,97.02,57.9,187.62,382.57,356.25,-49.94,128.02,46.56,88.09,51.21,68.92,74.96,-0.24,89.24,58.49,31.23,57.14,34.94,61.22,6.67
T823,2024-02-06 21:20:00+00:00,2024-02-06 23:02:00+00:00,102,-0.25,110.17,44.45,251.13,377.39,346.5,-45.46,109.57,53.37,54.28,26.59,59.69,73.73,-7.61,78.04,59.44,36.35,44.91,40.33,93.07,3.37
T824,2024-02-06 21:30:00+00:00,2024-02-06 23:51:00+00:00,141,-3.59,107.53,52.05,325.23,373.43,356.73,-47.87,118.73,43.73,53.98,25.35,33.31,74.93,10.73,80.98,69.25,31.83,51.81,47.03,47.99,4.73
T825,2024-02-06 21:40:00+00:00,2024-02-07 00:31:00+00:00,171,-4.64,97.7,43.18,220.32,362.83,343.47,-45.55,130.34,49.54,91.71,24.62,48.74,76.73,12.18,78.16,59.74,29.82,47.29,42.52,63.06,3.83
T826,2024-02-06 21:50:00+00:00,2024-02-06 23:06:00+00:00,76,-3.86,90.14,55.8,230.63,382.01,337.9,-41.6,140.75,64.31,38.06,66.47,46.64,77.46,32.8,74.82,60.95,32.22,42.41,43.74,73.45,3.49
T827,2024-02-06 22:00:00+00:00,2024-02-07 00:34:00+00:00,154,-4.02,111.13,50.78,38.94,375.28,345.94,-45.52,142.26,58.09,62.16,23.58,46.37,87.07,15.76,84.83,66.09,32.21,55.95,46.56,52.8,6.1
T828,2024-02-06 22:10:00+00:00,2024-02-06 22:41:00+00:00,31,-2.79,90.15,47.15,165.15,375.05,333.81,-42.62,125.51,71.99,48.5,44.69,71.23,78.94,-0.28,70.88,74.84,28.28,48.95,33.64,61.31,4.34
T829,2024-02-06 22:20:00+00:00,2024-02-06 23:44:00+00:00,84,-1.94,90.52,41.03,267.51,379.89,347.43,-43.65,121.24,59.29,74.9,22.08,47.66,90.9,55.86,75.22,58.61,33.34,43.5,40.63,98.54,2.95
T830,2024-02-06 22:30:00+00:00,2024-02-06 23:33:00+00:00,63,-0.62,83.97,52.47,133.1,384.4,342.67,-37.75,142.56,59.25,87.29,75.26,64.6,63.67,36.68,83.2,57.79,29.23,54.71,47.4,83.88,4.66
T831,2024-02-06 22:40:00+00:00,2024-02-07 00:58:00+00:00,138,-2.17,81.24,51.03,237.64,370.35,340.51,-37.28,116.92,51.58,49.45,26.2,62.44,81.6,34.29,79.63,56.68,35.46,49.46,46.43,42.09,3.18
T832,2024-02-06 22:50:00+00:00,2024-02-07 01:24:00+00:00,154,-0.95,99.65,55.54,128.52,384.79,330.41,-37.44,138.2,46.24,44.97,35.93,58.96,74.4,55.71,77.52,55.55,28.48,54.39,40.93,31.74,6.09
T833,2024-02-06 23:00:00+00:00,2024-02-07 00:10:00+00:00,70,-1.75,102.73,55.31,66.07,382.1,347.36,-41.73,155.56,64.78,84.83,60.55,31.36,72.45,4.09,92.93,55.86,37.4,41.35,44.53,83.15,5.03
T834,2024-02-06 23:10:00+00:00,2024-02-07 00:00:00+00:00,50,-2.44,76.34,56.0,154.86,374.58,341.55,-40.02,147.24,47.0,48.92,52.39,33.47,94.31,14.2,88.3,76.63,33.24,44.04,45.79,42.22,3.7
T835,2024-02-06 23:20:00+00:00,2024-02-07 01:09:00+00:00,109,-1.35,73.9,45.36,160.66,372.8,359.71,-50.07,141.2,73.18,69.15,32.37,43.22,49.09,0.05,92.12,74.8,31.85,53.82,37.47,64.19,6.13
T836,2024-02-06 23:30:00+00:00,2024-02-07 02:26:00+00:00,176,-2.77,75.01,48.6,178.3,371.07,334.95,-37.06,128.93,41.03,69.26,52.44,60.15,58.64,20.95,93.82,67.98,35.18,53.71,43.48,40.12,3.37
T837,2024-02-06 23:40:00+00:00,2024-02-07 01:40:00+00:00,120,-0.81,95.99,45.96,316.36,379.11,351.25,-48.78,129.63,52.61,77.67,41.34,41.78,72.19,19.24,90.39,65.56,36.74,52.58,44.02,32.66,5.26
T838,2024-02-06 23:50:00+00:00,2024-02-07 00:29:00+00:00,39,-1.07,75.43,49.1,247.27,367.67,333.84,-40.45,153.99,59.63,44.69,36.58,34.21,45.56,55.22,82.92,70.07,37.42,38.5,35.8,77.61,3.02
T839,2024-02-07 00:00:00+00:00,2024-02-07 02:30:00+00:00,150,-2.4,108.74,43.65,243.84,372.85,356.26,-45.31,113.12,60.98,70.15,33.04,45.04,64.6,36.32,80.08,54.64,30.05,46.51,46.13,25.07,6.13
T840,2024-02-07 00:10:00+00:00,2024-02-07 01:44:00+00:00,94,-4.16,102.59,47.48,293.11,368.38,340.99,-41.33,124.68,68.5,61.79,72.41,47.86,92.68,43.72,73.54,64.39,30.34,54.16,37.91,76.33,6.04
T841,2024-02-07 00:20:00+00:00,2024-02-07 02:23:00+00:00,123,-2.75,93.9,51.14,-1.66,376.69,362.34,-49.08,102.27,69.35,40.55,23.14,31.79,70.8,24.3,68.75,74.23,31.25,44.51,46.69,75.67,5.97
T842,2024-02-07 00:30:00+00:00,2024-02-07 02:41:00+00:00,131,-2.38,103.01,39.15,270.29,374.06,346.8,-44.09,138.43,55.89,48.2,25.21,48.56,60.26,30.3,86.0,63.59,30.22,39.04,35.47,58.71,5.33
T843,2024-02-07 00:40:00+00:00,2024-02-07 02:40:00+00:00,120,-3.13,87.26,58.35,171.22,362.66,336.9,-37.49,153.7,61.86,75.86,69.02,57.96,52.05,2.37,71.34,58.89,32.15,44.68,42.58,33.42,5.81
T844,2024-02-07 00:50:00+00:00,2024-02-07 01:15:00+00:00,25,-1.53,108.21,44.01,129.19,375.03,344.14,-42.37,109.19,48.41,48.35,29.86,44.51,74.38,51.86,94.94,76.0,30.68,52.35,39.46,87.43,5.46
T845,2024-02-07 01:00:00+00:00,2024-02-07 01:32:00+00:00,32,-0.35,76.71,44.55,191.62,381.9,349.81,-38.61,102.33,68.48,65.29,77.91,76.69,66.47,-6.98,80.3,72.45,33.68,55.93,36.3,42.0,3.2
T846,2024-02-07 01:10:00+00:00,2024-02-07 03:57:00+00:00,167,-1.34,87.4,42.76,331.14,368.4,341.85,-51.39,134.42,62.79,50.9,69.22,29.15,75.18,28.37,71.98,74.76,28.46,55.97,42.39,76.74,5.18
T847,2024-02-07 01:20:00+00:00,2024-02-07 03:22:00+00:00,122,-0.3,85.87,47.42,270.3,370.42,354.44,-49.12,135.84,55.84,87.33,22.16,37.96,75.51,18.23,79.43,54.57,37.95,52.28,35.98,30.92,6.77
T848,2024-02-07 01:30:00+00:00,2024-02-07 03:16:00+00:00,106,-4.37,95.74,50.48,275.95,377.31,360.61,-46.5,109.15,73.54,73.53,65.22,65.2,75.94,-7.51,77.85,57.96,28.93,56.93,41.17,79.98,4.87
T849,2024-02-07 01:40:00+00:00,2024-02-07 04:02:00+00:00,142,-0.36,98.73,47.51,270.34,365.14,342.19,-49.44,145.19,41.36,56.04,62.9,53.59,61.46,38.56,75.33,54.63,37.93,52.19,39.5,47.25,3.92
T850,2024-02-07 01:50:00+00:00,2024-02-07 03:54:00+00:00,124,-4.09,72.88,55.87,290.5,383.43,344.72,-47.7,156.65,44.16,65.35,46.77,52.47,88.72,13.98,68.77,72.29,32.84,39.13,35.57,66.09,4.42
T851,2024-02-07 02:00:00+00:00,2024-02-07 03:53:00+00:00,113,-4.99,93.81,44.56,10.24,374.81,330.31,-42.11,143.19,36.98,48.23,72.57,27.35,41.2,26.39,73.34,63.06,29.05,41.59,36.62,80.1,6.38
T852,2024-02-07 02:10:00+00:00,2024-02-07 04:28:00+00:00,138,-1.81,107.36,45.73,85.43,379.8,346.79,-49.44,129.73,63.94,71.89,64.53,40.95,92.62,38.46,73.34,61.3,30.45,40.74,39.27,63.71,3.95
T853,2024-02-07 02:20:00+00:00,2024-02-07 03:13:00+00:00,53,-1.82,101.15,62.6,218.78,372.2,328.5,-50.5,157.9,70.41,75.0,34.26,63.89,53.73,21.1,85.23,55.42,36.0,47.14,43.24,64.83,6.21
T854,2024-02-07 02:30:00+00:00,2024-02-07 03:15:00+00:00,45,-4.36,94.99,58.73,181.13,367.04,346.31,-44.42,102.8,60.91,56.79,44.61,56.64,64.56,47.14,77.81,63.84,33.88,43.97,38.35,55.37,3.72
T855,2024-02-07 02:40:00+00:00,2024-02-07 03:19:00+00:00,39,-4.92,100.77,59.46,331.22,383.25,338.61,-46.37,153.94,42.97,64.02,60.46,31.97,46.92,57.62,72.76,56.92,31.51,44.38,47.16,100.14,6.42
T856,2024-02-07 02:50:00+00:00,2024-02-07 04:13:00+00:00,83,-4.88,95.54,48.53,5.99,368.94,353.67,-48.07,157.88,42.11,91.88,53.86,62.15,80.06,5.52,85.8,58.96,30.59,47.45,37.68,36.48,4.02
T857,2024-02-07 03:00:00+00:00,2024-02-07 05:20:00+00:00,140,-4.45,81.3,60.26,263.54,368.45,329.13,-37.4,153.65,59.14,39.72,47.04,33.68,78.34,-2.32,75.13,57.59,36.79,42.34,36.18,98.34,6.76
T858,2024-02-07 03:10:00+00:00,2024-02-07 05:06:00+00:00,116,-0.04,95.13,56.87,292.08,380.69,339.73,-39.02,136.63,58.55,81.24,30.99,68.77,72.15,30.54,69.43,56.78,32.77,45.09,41.28,56.39,4.47
T859,2024-02-07 03:20:00+00:00,2024-02-07 05:24:00+00:00,124,-1.08,81.65,42.3,21.15,371.36,346.47,-40.64,142.62,70.56,46.89,73.6,58.52,93.56,55.45,82.85,65.9,29.47,41.17,34.98,44.77,4.59
T860,2024-02-07 03:30:00+00:00,2024-02-07 05:51:00+00:00,141,-0.25,86.07,45.87,304.29,366.52,348.73,-40.78,112.94,48.37,52.84,63.76,45.2,62.69,56.17,90.31,73.68,32.17,52.86,43.62,41.52,6.07
T861,2024-02-07 03:40:00+00:00,2024-02-07 05:38:00+00:00,118,-1.63,94.17,40.24,54.97,383.02,357.32,-37.9,125.97,63.59,62.43,46.38,49.3,63.63,15.56,74.53,53.33,36.0,46.83,42.89,65.06,4.46
T862,2024-02-07 03:50:00+00:00,2024-02-07 06:15:00+00:00,145,-2.92,83.83,53.3,317.7,379.51,340.68,-46.53,122.89,46.71,44.55,69.2,32.76,68.96,24.42,81.77,69.52,32.6,52.83,44.11,62.08,6.02
T863,2024-02-07 04:00:00+00:00,2024-02-07 05:46:00+00:00,106,-3.7,94.53,39.29,119.03,371.01,341.21,-48.98,133.49,39.04,86.95,56.84,59.71,89.36,37.1,82.2,56.83,32.63,52.01,39.21,29.99,4.82
T864,2024-02-07 04:10:00+00:00,2024-02-07 05:33:00+00:00,83,-1.75,94.53,49.11,284.98,371.47,345.31,-37.98,155.52,58.27,61.1,54.79,56.15,66.14,-6.6,85.91,71.9,34.1,54.52,37.29,63.99,6.43
